id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3185829,2BR Private Apt Guest Homestay,16151285,Carol,Bronx,Williamsbridge,40.88075,-73.84845,Entire home/apt,95,3,58,10/06/19,0.96,4,358
3191678,Private Room in Riverdale NY,9122601,Yan,Bronx,Fieldston,40.896029999999996,-73.89958,Private room,75,5,35,11/05/19,0.67,1,300
3312276,"Cozy studio/kitchen, bathroom",14214034,Desmar,Bronx,Mott Haven,40.814440000000005,-73.92515999999999,Entire home/apt,75,2,85,09/06/19,1.41,2,253
3400359,Awesome Deal NYC,16286162,Pat,Bronx,Allerton,40.86677,-73.85938,Private room,49,2,114,29/06/19,1.87,4,240
3429765,Sunny Private Room,16286162,Pat,Bronx,Allerton,40.866890000000005,-73.85776,Private room,47,2,75,05/07/18,1.27,4,172
3431378,Luxe Tuscan Suite Private Room,17292935,Anne,Bronx,Mott Haven,40.81055,-73.92482,Private room,55,1,231,22/06/19,3.95,2,16
3507112,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,Richard,Bronx,Mott Haven,40.81049,-73.9043,Private room,79,2,11,19/03/16,0.19,1,0
3627326,Spain Room,5652395,Julio,Bronx,Concourse,40.81954,-73.92715,Private room,105,1,3,16/09/18,0.14,2,365
3628328,2BR Apartment in Doorman Building,1279211,Aldo,Bronx,Concourse Village,40.826029999999996,-73.92312,Entire home/apt,87,6,11,04/06/19,0.28,1,0
3655007,Great Room for International Students!,18492106,Sharon,Bronx,Wakefield,40.88855,-73.85127,Private room,50,7,12,15/09/18,0.55,1,0
3769052,Great Sunny Spacious Room,3086826,Melody,Bronx,Mount Hope,40.846109999999996,-73.91036,Private room,40,3,59,05/04/19,1.0,1,343
3790118,Metro-luxe Tuscan Suite Private Room,17292935,Anne,Bronx,Mott Haven,40.8105,-73.92506999999999,Private room,55,1,276,17/06/19,4.63,2,19
3802218,Cozy Private Bedroom,19533769,Chandra,Bronx,Mott Haven,40.80772,-73.91790999999999,Private room,53,1,321,12/06/19,5.46,1,44
3839364,"Fabulous Large 1 Bed in Riverdale, Bronx NYC",9332835,Karen,Bronx,Fieldston,40.89022,-73.9039,Entire home/apt,95,14,3,05/07/19,0.13,1,0
3888469,Private room,8834412,Deborah,Bronx,Longwood,40.81321,-73.90259,Private room,100,3,2,02/01/19,0.22,2,207
3939086,"Call this Home (for a spell, at least....)",881214,Mysia,Bronx,Mott Haven,40.808659999999996,-73.92069000000001,Private room,45,5,14,26/08/17,0.28,1,0
3953314,Hamiltons Hideway Lower Level Apt NYC,295128,Carol Gloria,Bronx,Clason Point,40.81192,-73.85334,Entire home/apt,155,1,19,01/07/19,0.35,7,332
3953415,LL2,295128,Carol Gloria,Bronx,Clason Point,40.81225,-73.85349000000001,Private room,75,2,0,,,7,349
4031463,Comfortable Private space with a terrace,20900568,Mike,Bronx,Norwood,40.87786,-73.87640999999999,Private room,50,1,108,28/06/19,1.84,1,261
4032229,Beautiful airy room in nice family home,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85696,-73.91439,Private room,47,2,122,02/07/19,2.15,4,71
4039789,Harmonious Sanctuary near Yankee Stadium.,20945243,Michael,Bronx,Concourse Village,40.83331,-73.91741999999999,Entire home/apt,90,30,1,12/05/17,0.04,1,358
4082062,Unique room w/2 Twin beds..wifi*metro* quiet*safe,310670,Vie,Bronx,Eastchester,40.8806,-73.83433000000001,Private room,75,2,37,16/06/19,0.73,13,364
4093399,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Bronx,Eastchester,40.88009,-73.83442,Private room,68,2,41,01/01/19,0.74,13,365
4119763,"Large, Sunny 25 min to Central Park",10172703,HayNoor,Bronx,Norwood,40.87184,-73.88622,Private room,51,4,109,04/07/19,1.88,1,212
4216435,Cozy hideaway,1361993,Daniel,Bronx,Kingsbridge,40.883990000000004,-73.89502,Entire home/apt,110,2,0,,,1,0
4278389,M1 Twin couch bed sleeps 1 guest,295128,Carol Gloria,Bronx,Clason Point,40.81231,-73.85535,Shared room,45,1,7,01/07/19,0.14,7,365
4296710,NICE SPACE IN NYC ,1260921,Victor,Bronx,Kingsbridge,40.86809,-73.90201,Private room,37,2,63,24/06/19,1.15,2,305
4407790,Retreat Room,16286162,Pat,Bronx,Allerton,40.866820000000004,-73.85812,Private room,49,2,42,21/06/19,0.74,4,227
4449559,Very Bright Modern Apartment 2 Mins from Manhattan,23092836,Gary,Bronx,Concourse,40.82636,-73.92655,Entire home/apt,105,30,18,02/06/19,0.48,1,52
4456312,Large Cheerful Private Bronx Room for Med Students,3551179,Veralisa,Bronx,Kingsbridge,40.87829,-73.89336999999999,Private room,57,3,20,30/06/19,0.43,1,311
4462008,Twin  room,16286162,Pat,Bronx,Allerton,40.868140000000004,-73.85874,Private room,47,2,97,12/06/19,1.81,4,262
4472904,Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,1532337,Monica,Bronx,Van Nest,40.8423,-73.87055,Private room,25,30,6,28/05/19,0.17,4,219
4504049,Blissfully Quiet Room,16151285,Carol,Bronx,Williamsbridge,40.87896,-73.84978000000001,Private room,55,28,27,28/05/19,0.53,4,338
4632852,"Spacious, rustic barn style bedroom",23991556,Natasha,Bronx,Concourse,40.83719,-73.92015,Private room,85,1,9,16/10/17,0.18,1,342
4667707,Beautifully Furnished 1 BR w/Office,24149026,Nychele,Bronx,Concourse Village,40.82393,-73.92414000000001,Entire home/apt,145,5,1,02/01/16,0.02,1,0
4671824,Master Bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83212,-73.93054000000001,Private room,60,1,56,23/06/19,1.09,3,355
4738429,M3 Hamilton's Hideaway Studio,295128,Carol Gloria,Bronx,Clason Point,40.81214,-73.85370999999999,Entire home/apt,110,1,15,23/06/19,0.49,7,325
4795390,Cozy Private Room,16151285,Carol,Bronx,Williamsbridge,40.88016,-73.84923,Private room,43,28,15,31/05/19,0.3,4,336
4904582,Boutique Retreat,25249481,Jacqueline,Bronx,Mount Hope,40.85062,-73.90250999999999,Private room,40,14,5,17/06/17,0.13,1,322
4963237,"DOMINIQUE'S  NYC  cosy,2 bedrm crashPad*Stay here*",310670,Vie,Bronx,Eastchester,40.87829,-73.83471,Entire home/apt,155,2,11,19/05/19,0.29,13,348
4963511,Dominiq's NY cosy 3bedrm crashpad*metro*wifi*$$ale,310670,Vie,Bronx,Eastchester,40.88017,-73.83484,Entire home/apt,250,1,15,02/06/19,1.08,13,357
4967098,"Bronx, 1Bdrm in 3Bdrm Apt.",25605654,Cindy,Bronx,Morris Park,40.85465,-73.85669,Private room,50,1,2,23/02/15,0.04,1,0
5046189,Modern/Spacious 4BR +Tent Perfect for LARGE groups,23732730,Buddy,Bronx,Allerton,40.870540000000005,-73.84680999999999,Entire home/apt,450,2,45,02/07/19,0.84,4,342
5288228,Sunny Room across CrotonaPark for Women Only Space,860636,Shawn(Ta),Bronx,Tremont,40.83875,-73.88728,Private room,38,3,15,01/10/18,0.28,3,0
5354796,Spacious airy room perfect for two!,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85535,-73.91388,Private room,57,2,106,20/06/19,2.02,4,82
5458432,Large Industrial Apt. Near Trains & Yankee Stadium,1364903,Farah,Bronx,Concourse Village,40.83161,-73.91958000000001,Entire home/apt,150,4,6,10/06/19,0.32,1,346
5495927,Crotona Park Sunny Room at SUMMIT!,860636,Shawn(Ta),Bronx,Tremont,40.83887,-73.88805,Private room,42,2,25,30/09/18,0.47,3,0
5749147,Quiet Attic Room for Single Female Traveler,860636,Shawn(Ta),Bronx,Tremont,40.84061,-73.88858,Private room,30,3,11,02/10/18,0.45,3,0
5803068,AFFORDABLE COZY PRIVATE ROOM,16151285,Carol,Bronx,Williamsbridge,40.8789,-73.84855,Private room,45,14,27,01/01/18,0.55,4,325
5824543,Private room for 2 (10 min to city) - Females only,30232055,Qasim,Bronx,Longwood,40.82209,-73.90086,Private room,80,1,2,30/04/19,0.32,1,255
5871372,Tiny Private Artist's Studio in NYC,5309143,Ayesha,Bronx,Williamsbridge,40.87765,-73.86318,Entire home/apt,63,5,85,02/07/19,2.24,1,235
5889379,"Che' Randall 
SoBro
10 min from Manhattan!",30585124,Rawn,Bronx,Longwood,40.81935,-73.90772,Private room,65,5,15,09/06/19,0.69,2,150
6066563,Garden House in the East Bronx,19810363,Eric,Bronx,Clason Point,40.8115,-73.85606999999999,Entire home/apt,110,2,95,23/06/19,1.91,1,283
6180121,Modern Vibrant Large Cozy Bedroom* 正面能量,8826175,Grover,Bronx,Concourse,40.821220000000004,-73.92773000000001,Private room,56,2,132,26/06/19,2.61,3,52
6244089,Modern 3BR Brownstone Apartment,17264040,Junior,Bronx,Mount Hope,40.84819,-73.90648,Entire home/apt,125,2,41,19/05/19,0.81,2,342
6248335,Neat Home 20 min to LGA Airport,32445083,Sandra,Bronx,Longwood,40.828829999999996,-73.88854,Entire home/apt,119,4,48,05/07/19,0.98,1,223
6256470,The Most Affordable 3BR Apartment,17264040,Junior,Bronx,Mount Hope,40.84626,-73.90473,Entire home/apt,105,2,80,15/06/19,1.66,2,365
6395433,Charming Private Suite in the South Bronx,23693099,Justin,Bronx,Concourse Village,40.82809,-73.9159,Entire home/apt,65,4,107,24/06/19,2.3,1,210
6421429,Dominique's LowerLevel 1 bdrm pad*video projects,310670,Vie,Bronx,Eastchester,40.88241,-73.83422,Entire home/apt,115,1,6,30/06/19,0.18,13,364
6557289,1 Room in a 2 Bedroom Available,7074531,Jonathan,Bronx,Longwood,40.82639,-73.90363,Private room,680,1,0,,,1,0
6699725,Quiet room around corner fr. Subway,34914311,Sandrine,Bronx,Longwood,40.8198,-73.90341,Private room,99,1,0,,,1,0
6705604,Beautiful Private Bedroom in NY,35103293,Maria,Bronx,Norwood,40.87225,-73.88748000000001,Private room,33,7,40,27/11/18,0.82,1,0
6726337,Beautiful 2 Bedroom Apartment!! NYC,21444167,Rony,Bronx,Kingsbridge,40.88238,-73.90689,Entire home/apt,159,3,8,02/06/19,0.17,2,112
6939597,Full garden apartment in Brownstone,2723812,Libertad,Bronx,Mott Haven,40.80993,-73.92613,Entire home/apt,100,2,57,23/06/19,1.17,2,284
6965529,Big comfy space close to Yankees.,2001830,Jose And Ysaira,Bronx,Morris Heights,40.85073,-73.9128,Private room,50,3,20,22/04/19,0.47,2,316
7087528,Private Cozy Bedroom,5476918,Joann,Bronx,Kingsbridge,40.871829999999996,-73.90371,Private room,75,1,0,,,1,0
7342107,"Cozy, Comfy, City Living.",13891989,Gregory,Bronx,East Morrisania,40.82873,-73.89553000000001,Entire home/apt,120,1,142,23/06/19,3.1,1,345
7501694,Prolonged Traveler's Dream( a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81335,-73.8873,Private room,40,30,15,30/06/19,0.32,6,333
7502146,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81395,-73.88675,Private room,40,30,21,22/06/19,0.44,6,343
7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Bronx,Concourse,40.823809999999995,-73.92725,Entire home/apt,110,1,1,08/08/15,0.02,1,0
7686940,The Wielingen,40371157,Jimmy,Bronx,Longwood,40.82417,-73.90156,Private room,95,1,182,01/01/19,3.82,2,0
7692660,Prolonged Traveler's Dream(a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.812290000000004,-73.88887,Private room,40,30,19,29/06/19,0.4,6,287
7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81387,-73.88797,Private room,37,30,13,28/02/19,0.28,6,333
7771351,NYC Queen size Bedroom w/private  bathroom.,40877319,Ray,Bronx,Pelham Bay,40.844229999999996,-73.83601999999999,Private room,59,3,113,06/06/19,2.42,1,290
7791635,"Dominique's mini room NYC-sleep, shower & go*wifi",310670,Vie,Bronx,Eastchester,40.88001,-73.8345,Private room,62,2,5,11/07/17,0.12,13,320
7791636,**Dominique's NYC couch bed **sleep*shower &  go**,310670,Vie,Bronx,Eastchester,40.88211,-73.83625,Shared room,45,1,1,20/04/19,0.37,13,318
7869876,"Entire floor of house Very Private 2BR suite,SUNNY",17382996,Eileen,Bronx,Port Morris,40.80247,-73.91435,Entire home/apt,90,2,152,30/06/19,3.25,1,299
7949480,City Island Sanctuary BR & Pvt Bath à la française,119445,Linda & Didier,Bronx,City Island,40.85205,-73.78868,Private room,107,1,73,30/06/19,1.73,1,173
8239650,"Waterfront, perfect NYC getaway!",13407785,Frank And Anna,Bronx,Throgs Neck,40.81476,-73.80001,Entire home/apt,325,2,44,02/07/19,2.23,1,153
8265482,Cozy Private Room Near Bronx Zoo,43583032,Stephanie,Bronx,West Farms,40.84328,-73.88173,Private room,79,1,3,08/10/18,0.16,1,179
8275331,Affordable and Spacious room,32379616,Fabiola,Bronx,Williamsbridge,40.88301,-73.85452,Private room,65,5,17,03/10/17,0.4,2,123
8294259,Room in Private House(Queen Bed) by Montefiore-NYC,11305944,Yahaira,Bronx,Allerton,40.86789,-73.85999,Private room,63,4,40,16/07/18,0.87,5,0
8324941,Charming studio apartment,43885876,Nicholas,Bronx,Pelham Bay,40.85362,-73.82949,Shared room,150,1,0,,,1,364
8365647,1 Bedroom/1 Bathroom in Riverdale (close to HIR),10024006,Long,Bronx,Riverdale,40.88837,-73.90939,Private room,65,1,202,18/05/19,4.35,1,0
8386220,Yankee Stadium Lavished Bedroom,2422554,Brais,Bronx,Highbridge,40.83746,-73.92268,Private room,59,4,51,24/02/17,1.11,2,0
8402207,BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,44260966,Alicia,Bronx,Soundview,40.829390000000004,-73.86514,Private room,28,2,98,21/06/19,2.12,3,108
8518051,Cozy Living Environment,44850669,Taft,Bronx,Clason Point,40.81773,-73.86164000000001,Entire home/apt,100,2,58,03/07/19,1.26,1,324
8673141,Near Yankee Stadium,45557152,Rodney,Bronx,Morrisania,40.82424,-73.91315999999999,Entire home/apt,225,1,0,,,1,0
8756017,BronxHattan,26129793,Corey,Bronx,Fordham,40.86711,-73.89525,Private room,65,1,0,,,1,0
8772654,Friendly-colorful-cozy W/ breakfast,45990565,Alba & Genesis,Bronx,Morris Heights,40.85311,-73.90861,Private room,33,2,103,31/05/19,2.27,2,282
8901538,WELCOME TO MY HUMBLE ABODE!!!!!,46562860,Paisha,Bronx,Longwood,40.82226,-73.88906,Private room,60,3,8,03/01/18,0.19,1,363
8903147,Yankees Room in the Bronx,3684360,Enrique,Bronx,Norwood,40.87709,-73.88228000000001,Private room,38,1,50,27/06/18,1.1,4,267
8988451,New York City Living,46953097,Lauren,Bronx,Concourse Village,40.82705,-73.91337,Private room,95,2,6,14/08/16,0.14,1,173
9147025,Cozy City Island Cottage,403032,Diane,Bronx,City Island,40.84487,-73.78954,Entire home/apt,110,2,112,01/07/19,2.6,1,162
9260415,Comfy Room Near Bronx Zoo and NYBG!,48106825,Julia,Bronx,Pelham Gardens,40.866170000000004,-73.848,Private room,47,2,138,20/05/19,3.22,2,353
9312190,"Gorgeous, convenient apt, sleeps 7",6930315,Diana,Bronx,Concourse,40.81897,-73.92735,Entire home/apt,159,1,0,,,1,0
9334185,Trendy but cozy private bdrm & bath,48249473,Marisol,Bronx,Kingsbridge,40.87842,-73.9029,Private room,75,1,59,23/06/19,1.45,2,354
9367337,HUGE Sundrenching Apartment Waiting Just For YOU!,48603884,Katherine,Bronx,Parkchester,40.83735,-73.85996999999999,Entire home/apt,139,3,30,21/05/19,0.69,1,357
9394188,Room for 1 Female or Couple,38805180,Maria,Bronx,Mott Haven,40.8113,-73.92465,Private room,65,3,2,02/01/19,0.05,1,356
9412522,City living without all the noise.,48249473,Marisol,Bronx,Kingsbridge,40.879,-73.90061999999999,Entire home/apt,189,1,8,26/04/19,0.22,2,354
9453245,Light Room In Little Italy,3784521,Matiss,Bronx,Belmont,40.85487,-73.88710999999999,Private room,70,7,0,,,1,0
9513511,Spacious & Sunny Room Perfect for Medical Students,49293611,Gloria,Bronx,Allerton,40.85753,-73.86605,Private room,85,7,9,26/06/19,0.25,1,364
9597258,Cozy and affordable room.,32379616,Fabiola,Bronx,Williamsbridge,40.88165,-73.85625,Private room,34,5,17,31/05/19,0.4,2,313
9710538,Beautiful apartment with a loft.,50132533,Kristy,Bronx,Riverdale,40.88422,-73.90886,Entire home/apt,85,1,0,,,1,0
9788114,Large Private Garden Apartment in Townhouse,785524,Eric,Bronx,Concourse,40.82023,-73.92844000000001,Entire home/apt,87,1,132,29/06/19,3.11,2,211
9846114,"Spacious, Sunny,Beautiful Apartment",20271650,Bj,Bronx,Mott Haven,40.81192,-73.90949,Private room,64,3,36,25/05/19,0.84,1,1
10014783,Super cozy room,51430742,Jan,Bronx,Morris Heights,40.852920000000005,-73.91683,Private room,51,2,36,08/05/19,0.96,1,364
10172621,Gorgeous and Sunlit 1 BR 31/1-3/1,52228249,Shy,Bronx,Bronxdale,40.855920000000005,-73.86743,Entire home/apt,80,7,0,,,1,0
10332161,A large sunny bedroom,53169195,Ehssan,Bronx,Fordham,40.855979999999995,-73.90052,Private room,35,3,2,20/08/16,0.06,1,0
10338696,Studio Apartment in Safe Neighborhood.,50742613,Reed,Bronx,Pelham Bay,40.84721,-73.83221999999999,Entire home/apt,37,5,10,04/07/18,0.25,1,0
10476556,Close to zoo and Botanical Gardens,53717769,Travis,Bronx,Parkchester,40.839529999999996,-73.85717,Entire home/apt,88,1,121,23/06/19,2.9,1,170
10476782,Artist Apartment with Tons of Space,47573846,Jemier,Bronx,Wakefield,40.88808,-73.86017,Entire home/apt,85,20,10,04/06/19,0.24,1,277
10719039,RIVERDALE GRANDVIEW,55395596,Vian,Bronx,Fieldston,40.88777,-73.9059,Private room,70,1,1,07/08/16,0.03,1,0
10807838,Spacious Room Near Public Transport and shopping,55948559,Barry,Bronx,Pelham Gardens,40.86553,-73.83993000000001,Private room,35,1,67,04/07/19,1.81,4,11
10888320,Bronx Home - 30 mins from Midtown!,971075,Jabari,Bronx,Mount Hope,40.8506,-73.90231,Entire home/apt,109,3,62,27/05/19,1.51,2,58
10947986,Entire 1br apartment in Riverdale,56775169,Rose,Bronx,Kingsbridge,40.88214,-73.90847,Entire home/apt,99,3,1,20/05/18,0.07,1,311
11020169,Luxurious  one bedroom apartment in a quiet area.,57165692,Charles,Bronx,Baychester,40.87223,-73.84335,Entire home/apt,95,3,206,01/07/19,4.98,2,144
11138823,A beautiful Cozy 1 BR Apartment.,57885474,Shully'S,Bronx,Wakefield,40.89694,-73.86055,Entire home/apt,90,2,199,21/06/19,5.0,2,319
11147993,A SUPERB One Bedroom Apartment,57954654,Olu,Bronx,Williamsbridge,40.87556,-73.8584,Entire home/apt,85,2,147,01/07/19,3.88,1,304
11194693,NYC Private Apt by Subway and Yankee Stadium,29510402,Douglas,Bronx,Longwood,40.82345,-73.9033,Entire home/apt,89,1,185,07/07/19,4.52,3,104
11272222,LA MAISON JOYEUSE - 12 min walk to Yankee Stadium,58857198,Melanie,Bronx,Concourse Village,40.82731,-73.91632,Private room,100,2,54,02/01/17,1.32,1,0
